student_id,student_name,grade,school_name,reading_score,math_score,school_type,school_budget
121963466,Shannon Raymond,9th,Silva High School,66.0,72.1,Public,991918
051190723,Marc Shepherd,12th,Wagner High School,99.1,61.8,Public,846745
087024177,Jessica Howard,11th,Richard High School,60.9,79.0,Charter,889699
043700668,William Gibson,12th,Woods High School,82.1,50.7,Public,912243
013214362,Matthew Salazar,12th,Campbell High School,51.4,87.8,Charter,960726
098510311,William Holloway,10th,Dixon High School,39.4,65.0,Charter,870334
101635976,Crystal White,11th,Green High School,,45.1,Charter,832670
033766379,Patrick Terry,12th,Green High School,65.9,42.6,Charter,832670
047848584,Brett Mckinney,11th,Montgomery High School,65.2,93.1,Charter,893368
107731324,Abigail Johnson,9th,Dixon High School,93.3,71.3,Charter,870334
084083849,Theresa Vargas,10th,Turner High School,84.5,61.8,Public,956438
070055836,Brandon Moore,12th,Montgomery High School,53.2,39.4,Charter,893368
019643050,Robert Molina,9th,Montgomery High School,78.7,84.6,Charter,893368
119241501,James Torres,9th,Dixon High School,92.2,69.3,Charter,870334
063085622,Cheryl Patterson,9th,Montgomery High School,32.2,,Charter,893368
077920799,Carmen Lowe,9th,Green High School,69.7,16.7,Charter,832670
104173749,Joseph Gonzalez,12th,Dixon High School,93.7,44.1,Charter,870334
119248986,Donald Flynn,12th,Odonnell High School,69.5,58.2,Public,959474
014513842,Tanya West,12th,Montgomery High School,50.9,47.7,Charter,893368
064314952,Bethany Jones,9th,Sullivan High School,29.7,64.4,Public,961125
073758305,Amanda Waters,10th,Woods High School,77.0,,Public,912243
075374428,Steven Stanley,11th,Bowers High School,85.8,63.6,Public,848324
010312500,Ashley Brennan,9th,Green High School,,69.4,Charter,832670
103608600,Sherry Miller,9th,Fisher High School,76.4,74.3,Public,817615
088330190,Tyler Mcdonald,9th,Sullivan High School,67.0,77.7,Public,961125
109585730,Dawn Flores,12th,Fisher High School,50.6,71.3,Public,817615
048848910,Emily Jackson,10th,Montgomery High School,69.5,34.3,Charter,893368
040456407,Megan Barber,11th,Fisher High School,53.3,60.7,Public,817615
091266976,Tyler Morales,10th,Campbell High School,77.1,75.0,Charter,960726
127469553,Chelsea Williams,11th,Dixon High School,91.5,76.9,Charter,870334
077658472,Taylor Martin,9th,Green High School,79.0,71.2,Charter,832670
033767530,Wendy Barnett,12th,Woods High School,64.1,75.7,Public,912243
072016569,Mark Smith,12th,Montgomery High School,54.3,60.3,Charter,893368
029310690,Donna Johnson,12th,Silva High School,72.0,61.6,Public,991918
044364320,Brandi Hart,10th,Wagner High School,55.1,83.7,Public,846745
041374106,James Carter,9th,Green High School,77.2,66.5,Charter,832670
023190829,Brandon Reid,12th,Dixon High School,95.0,,Charter,870334
077691727,Samantha Williams,9th,Campos High School,81.9,77.0,Public,957299
093424651,Christopher Morrow,10th,Dixon High School,58.8,55.7,Charter,870334
066632810,Kristie Cox,10th,Green High School,72.7,,Charter,832670
111657546,Robin Carlson,9th,Dixon High School,66.3,,Charter,870334
100510296,Kelly King,9th,Dixon High School,62.0,74.8,Charter,870334
062130905,William Vega,10th,Woods High School,,62.6,Public,912243
078112852,Kimberly Richardson,11th,Green High School,73.5,55.8,Charter,832670
122363353,Joseph Huffman,9th,Green High School,47.6,60.1,Charter,832670
064450670,Joshua Wheeler,11th,Montgomery High School,71.3,52.5,Charter,893368
046326722,Michelle Thompson,10th,Wagner High School,99.2,66.1,Public,846745
110562496,Gerald Kelly,12th,Green High School,97.9,60.9,Charter,832670
028702843,Aaron Poole,11th,Montgomery High School,73.4,63.4,Charter,893368
105647009,David Krueger,10th,Fisher High School,86.5,58.4,Public,817615
093705422,Stacey Palmer,11th,Montgomery High School,91.3,82.7,Charter,893368
044171555,Jessica Obrien,10th,Silva High School,69.6,67.4,Public,991918
023007239,Connie Lamb,12th,Wagner High School,,73.3,Public,846745
045915244,Richard Cameron,9th,Sullivan High School,99.4,63.7,Public,961125
045495706,Sherry Anderson,10th,Fisher High School,65.3,76.8,Public,817615
024818621,Cory Murphy,10th,Silva High School,95.0,37.6,Public,991918
106027657,Grace Smith,12th,Wagner High School,60.3,58.6,Public,846745
062281841,Angel Kent,11th,Green High School,,40.7,Charter,832670
071639471,Cassandra Andrews,11th,Odonnell High School,70.1,72.5,Public,959474
052301430,Luke Richards,9th,Woods High School,73.0,60.4,Public,912243
114320427,Richard Garcia,9th,Campos High School,67.3,5.3,Public,957299
072654222,Angel Joyce,11th,Dixon High School,89.2,90.0,Charter,870334
065098691,Daniel Morgan,9th,Woods High School,79.5,57.7,Public,912243
060361543,Douglas Blevins,10th,Woods High School,50.1,66.4,Public,912243
120317783,Shari Carr,10th,Dixon High School,64.9,61.7,Charter,870334
040565534,Dawn Reynolds,9th,Dixon High School,,74.5,Charter,870334
097109419,Meredith Harris,10th,Wagner High School,,60.3,Public,846745
011860349,Heather Crawford,9th,Campos High School,63.8,60.5,Public,957299
100799062,Peter Webster,9th,Green High School,,89.1,Charter,832670
033227436,Anthony Taylor,12th,Sullivan High School,94.1,50.5,Public,961125
086858580,John George,11th,Richard High School,56.0,66.3,Charter,889699
067388422,Michelle Brown,11th,Bowers High School,98.7,44.8,Public,848324
091612083,Amy Leach,11th,Odonnell High School,88.7,79.9,Public,959474
059891655,Kevin Mooney,9th,Montgomery High School,58.4,,Charter,893368
115728662,Alexander Page,9th,Green High School,,89.0,Charter,832670
050323562,Sara Brown,11th,Bowers High School,83.7,63.9,Public,848324
098301436,Terry Rowe,9th,Richard High School,,36.4,Charter,889699
043007675,Kimberly Thomas,10th,Green High School,70.0,57.0,Charter,832670
088614887,Kevin George,11th,Green High School,88.2,34.7,Charter,832670
012313811,Gregory Gallagher,12th,Sullivan High School,95.4,49.6,Public,961125
102537222,Mitchell Fletcher,9th,Montgomery High School,48.2,73.5,Charter,893368
123312112,John Owens,10th,Dixon High School,82.8,67.4,Charter,870334
035412579,Trevor Jones,9th,Woods High School,47.2,61.4,Public,912243
026079471,Gloria David,11th,Montgomery High School,,77.4,Charter,893368
119093979,Chase Church,12th,Richard High School,84.4,54.3,Charter,889699
046158628,Robin Brooks,9th,Silva High School,85.5,53.9,Public,991918
030265530,Tina Hunt,10th,Montgomery High School,71.5,64.6,Charter,893368
020671231,Michael Carter,12th,Woods High School,92.6,66.3,Public,912243
126832437,Yvonne Johnson,12th,Dixon High School,85.0,51.8,Charter,870334
071381774,Daniel Higgins,10th,Dixon High School,55.6,91.7,Charter,870334
124894794,Linda Mendez,9th,Green High School,93.5,94.0,Charter,832670
058195721,Grant Martin,12th,Woods High School,91.6,,Public,912243
022900036,Bradley Martin,10th,Odonnell High School,81.0,34.4,Public,959474
094772399,Anthony Stevenson,12th,Dixon High School,76.9,36.9,Charter,870334
102380521,Jessica Williams,10th,Campos High School,74.5,33.9,Public,957299
052050341,Kathryn Rice,9th,Sullivan High School,62.1,63.2,Public,961125
106660250,Lisa Johnson,9th,Odonnell High School,83.9,68.0,Public,959474
045309708,Christopher Solis,10th,Turner High School,84.2,,Public,956438
052117420,Jeffrey Garrett,10th,Turner High School,93.2,49.2,Public,956438
114834670,Sara Barnett,9th,Dixon High School,68.4,66.6,Charter,870334
081868957,Joseph Gray,10th,Fisher High School,65.9,83.2,Public,817615
019272816,Brett Ramirez,11th,Fisher High School,48.5,45.5,Public,817615
010936818,Joshua Cooley,9th,Richard High School,74.7,43.3,Charter,889699
033535843,Elizabeth Scott,10th,Wagner High School,76.3,47.6,Public,846745
029311631,Vanessa James,10th,Montgomery High School,69.2,65.4,Charter,893368
029030297,David Salazar,9th,Montgomery High School,53.4,62.7,Charter,893368
095948070,Christopher Bailey,10th,Montgomery High School,70.8,53.5,Charter,893368
058819010,Christian Potter,9th,Green High School,,85.6,Charter,832670
088804574,Shelby Lewis,10th,Green High School,87.0,77.7,Charter,832670
054107315,Ian Pope,11th,Wagner High School,60.1,49.6,Public,846745
084851709,Lindsay Palmer,12th,Wagner High School,84.7,55.2,Public,846745
073612289,Danielle Humphrey,11th,Green High School,86.0,64.6,Charter,832670
027744831,Amy Walker,12th,Dixon High School,89.8,63.5,Charter,870334
102179680,Cheryl Becker,11th,Bowers High School,76.8,41.7,Public,848324
023792311,Belinda Andrews,11th,Silva High School,88.6,60.6,Public,991918
039553230,Jordan Lopez,10th,Silva High School,86.3,58.2,Public,991918
111706099,Joseph Cox,10th,Fisher High School,68.8,47.4,Public,817615
094710296,Phillip Lynch,9th,Woods High School,37.8,79.5,Public,912243
129382735,Courtney Wright,11th,Bowers High School,80.5,82.3,Public,848324
093076151,Scott Ward,10th,Green High School,78.8,78.7,Charter,832670
099715924,Krista Jones,9th,Green High School,70.3,88.2,Charter,832670
013363488,Raymond Barr,9th,Chang High School,78.9,45.5,Charter,840132
109696470,Frank Ruiz,10th,Turner High School,92.2,86.9,Public,956438
058309180,Judith Williams,11th,Bowers High School,62.8,58.3,Public,848324
029652222,Anna Lee,12th,Silva High School,22.6,74.7,Public,991918
097711098,Brandy Wise,9th,Campbell High School,,39.8,Charter,960726
061401334,Lisa Sherman,11th,Green High School,96.7,68.6,Charter,832670
087323153,Stephanie Mueller,10th,Fisher High School,,72.3,Public,817615
017958585,Kylie Dixon,11th,Dixon High School,91.5,72.8,Charter,870334
011709808,Nicholas Castillo,11th,Silva High School,76.9,81.4,Public,991918
087993732,Karen Dawson,12th,Wagner High School,92.5,63.9,Public,846745
026054674,Joshua Parker,10th,Fisher High School,64.3,63.0,Public,817615
099472966,Hayden Cole,10th,Dixon High School,51.2,74.7,Charter,870334
044063456,Jennifer Morales,10th,Silva High School,82.7,51.9,Public,991918
078298103,Jacob Brown,10th,Woods High School,50.7,58.1,Public,912243
043556032,David Torres,9th,Dixon High School,,65.0,Charter,870334
075450025,Patrick Barnett,12th,Wagner High School,79.6,,Public,846745
067748978,Brad Richard,12th,Wagner High School,85.0,47.4,Public,846745
012350133,Christopher Mitchell,10th,Green High School,45.3,84.9,Charter,832670
034034217,Autumn Kelly,9th,Dixon High School,51.1,59.8,Charter,870334
043203521,Logan Campbell,9th,Montgomery High School,,67.7,Charter,893368
028270757,Crystal Lam,11th,Richard High School,81.4,78.6,Charter,889699
017966221,Ryan Franklin,11th,Green High School,90.2,56.6,Charter,832670
097357452,Adrian Richardson,10th,Wagner High School,72.1,72.8,Public,846745
041468384,Ashley Barker,9th,Green High School,,54.0,Charter,832670
096807424,Brenda Gonzales,10th,Campos High School,56.1,77.3,Public,957299
114796381,Diane Price,10th,Green High School,,64.8,Charter,832670
016467242,Austin Garcia,12th,Richard High School,74.9,75.8,Charter,889699
104173749,Joseph Gonzalez,12th,Dixon High School,93.7,44.1,Charter,870334
089274747,Andrew Moore,10th,Green High School,72.9,73.5,Charter,832670
057712105,Bobby King,10th,Turner High School,88.0,77.1,Public,956438
082412506,Terrance Pierce,11th,Turner High School,,33.9,Public,956438
082433022,Tina Nguyen,9th,Fisher High School,86.5,72.2,Public,817615
064420600,Sophia Roberson,11th,Green High School,82.9,62.8,Charter,832670
041693861,Dawn Martinez,9th,Bowers High School,30.8,72.6,Public,848324
108299289,Traci Tran,10th,Turner High School,75.8,75.6,Public,956438
092348657,Nicole Berger,9th,Fisher High School,88.6,83.5,Public,817615
067181988,Lindsay Bryan,12th,Woods High School,82.1,46.9,Public,912243
072442227,Cheryl Harper,10th,Dixon High School,91.4,63.7,Charter,870334
104418491,Aaron Johnson,12th,Wagner High School,85.8,52.4,Public,846745
057099006,Jacqueline Walker,12th,Montgomery High School,47.7,75.5,Charter,893368
084806165,Stephen Bailey,9th,Bowers High School,43.7,28.5,Public,848324
096018899,Raymond Liu,12th,Wagner High School,90.8,61.3,Public,846745
039431611,James Massey,9th,Wagner High School,77.3,86.2,Public,846745
123963451,Stephanie Ayers,9th,Fisher High School,79.8,76.2,Public,817615
010347986,Shawn Newton,9th,Wagner High School,84.9,43.3,Public,846745
100486841,Katherine Moore,10th,Campos High School,58.6,65.0,Public,957299
015969424,Donna Mitchell,10th,Dixon High School,52.7,,Charter,870334
070173983,Kyle Pena,9th,Fisher High School,89.4,60.7,Public,817615
082617482,Amanda Lewis,9th,Dixon High School,74.4,77.4,Charter,870334
095869748,Mariah Wallace,12th,Woods High School,86.1,66.8,Public,912243
022546911,Jessica Thomas,11th,Montgomery High School,,78.3,Charter,893368
014626645,Seth Mcknight,11th,Montgomery High School,77.0,80.5,Charter,893368
078284654,Virginia Hall,12th,Wagner High School,91.8,56.8,Public,846745
039785846,Richard Lewis,10th,Green High School,43.1,74.9,Charter,832670
096581863,Vincent Blanchard,12th,Bowers High School,,48.0,Public,848324
024041650,Brandon Davis,9th,Richard High School,,65.5,Charter,889699
123611363,Adam Miller,12th,Dixon High School,83.1,44.0,Charter,870334
034489024,Cathy Long,9th,Green High School,,62.5,Charter,832670
090084285,Sherri Rich,9th,Bowers High School,87.7,65.1,Public,848324
100470899,Cheryl Navarro,11th,Montgomery High School,84.9,67.8,Charter,893368
126257973,Toni Fox,10th,Fisher High School,78.1,42.2,Public,817615
094565661,Darryl Baker,12th,Dixon High School,78.5,28.4,Charter,870334
010388288,Molly Hudson,12th,Woods High School,72.4,64.0,Public,912243
115919581,Carl Smith,9th,Sullivan High School,86.4,53.5,Public,961125
057161976,Mark Long,10th,Campos High School,70.1,86.0,Public,957299
065234743,Michael Kelly,10th,Sullivan High School,79.5,49.5,Public,961125
092656514,Linda Goodman,9th,Sullivan High School,63.2,,Public,961125
031486075,Sean Sharp,10th,Green High School,69.6,,Charter,832670
012946262,Sydney Allen,11th,Campos High School,61.6,91.8,Public,957299
072293201,Jamie Russell,10th,Turner High School,83.5,67.5,Public,956438
021633087,Heather Jones,12th,Richard High School,82.5,50.3,Charter,889699
085622209,Nathan Kim,10th,Sullivan High School,83.3,58.4,Public,961125
100560819,Shelby Rogers,10th,Dixon High School,,79.7,Charter,870334
030657229,Carrie Salinas,11th,Odonnell High School,,59.5,Public,959474
066207452,Vincent Ramsey,12th,Montgomery High School,41.0,,Charter,893368
013328863,Courtney Lopez,10th,Montgomery High School,67.6,50.9,Charter,893368
086345132,Elizabeth Jenkins,12th,Silva High School,50.6,55.2,Public,991918
105614414,Charles Carpenter,9th,Dixon High School,,68.4,Charter,870334
056064003,Jasmine Lin,10th,Dixon High School,88.0,91.3,Charter,870334
109143554,Barbara Martinez,10th,Woods High School,50.9,61.9,Public,912243
035795403,David Torres,9th,Wagner High School,54.9,85.7,Public,846745
073560292,Holly Ayala,12th,Silva High School,66.5,63.4,Public,991918
105313728,Erin Byrd,12th,Odonnell High School,69.5,84.7,Public,959474
129705998,Paula Lawrence,12th,Dixon High School,72.8,44.3,Charter,870334
024948436,Douglas Barber,9th,Green High School,57.4,51.7,Charter,832670
010741126,Sandra Abbott,9th,Sullivan High School,75.6,47.5,Public,961125
063310067,Matthew Gonzalez,10th,Sullivan High School,89.9,76.2,Public,961125
127458496,Timothy Collins,12th,Wagner High School,53.0,,Public,846745
048398839,Jordan Hernandez,10th,Fisher High School,86.4,83.6,Public,817615
029866296,Cory Ward,9th,Wagner High School,49.2,35.4,Public,846745
065758986,Joseph Holland,11th,Richard High School,65.3,81.5,Charter,889699
090426636,Amanda Williams,10th,Dixon High School,84.2,84.7,Charter,870334
044423740,Theresa Robbins,9th,Richard High School,57.9,,Charter,889699
018522965,Julie Conner,10th,Montgomery High School,60.0,27.9,Charter,893368
072993640,Joshua Whitney,11th,Montgomery High School,,72.6,Charter,893368
047086977,Matthew Davila,10th,Wagner High School,78.7,61.1,Public,846745
072475485,Ryan Terrell,11th,Montgomery High School,90.1,75.5,Charter,893368
059448914,Pamela Liu,10th,Woods High School,60.2,79.3,Public,912243
105635406,Brandon Alvarez,10th,Woods High School,71.4,70.5,Public,912243
067529252,Mitchell Cruz,10th,Green High School,79.9,,Charter,832670
079994574,Janet Sweeney,9th,Chang High School,48.8,70.2,Charter,840132
058957354,Laura Clark,12th,Wagner High School,76.9,38.8,Public,846745
110076319,Robert Mckinney,11th,Chang High School,76.2,61.5,Charter,840132
012787104,Martin Foster,11th,Sullivan High School,81.7,60.3,Public,961125
076741982,Tony Howell,12th,Wagner High School,,52.1,Public,846745
021814291,Jennifer Adams,12th,Richard High School,85.4,57.3,Charter,889699
061599453,Gregory Chavez,10th,Fisher High School,90.0,51.4,Public,817615
094259692,Beverly Cole,11th,Green High School,87.7,40.5,Charter,832670
013380762,Stephanie Gordon,9th,Richard High School,87.9,57.8,Charter,889699
064538181,Heather Reid,9th,Montgomery High School,94.5,,Charter,893368
097560304,Tracy Chase,11th,Wagner High School,85.1,74.2,Public,846745
094723429,Steven Schmidt,11th,Bowers High School,79.7,58.7,Public,848324
096958441,Robert Smith,10th,Campos High School,93.1,41.5,Public,957299
050739677,Alisha Mason,9th,Woods High School,65.6,87.3,Public,912243
116215035,Daniel Kent,11th,Dixon High School,84.9,66.3,Charter,870334
129996558,Amber Strickland,12th,Silva High School,63.1,80.1,Public,991918
